Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Biogroup	Alternative Name	Species	Disease	Comment	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	O Serotype	Contact Name	Date Entered	Release Date	Barcode	Status	Coverage	Version	N50	Length	Species	Contig Number	No. N's	Assembly Barcode
YER_AA1140AA	PY-11	SRR329394;ILLUMINA;Paired;;SRX090540	Human	Human	Homo sapiens	2007				South America	Peru	Cajamarca	Chota Province	Chota		-6.5	-78.6	University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64301	SRP007702	SAMN00704246	SRS256160			2015-08-27	2011-08-10	YER_AA1140AA	Assembled	53.38	2.2	34823	4681135	Yersinia pestis;99.2%	299	4493	YER_CA4355AA_AS
YER_AA1141AA	PY-10	SRR329393;ILLUMINA;Paired;;SRX090539	Human	Human	Homo sapiens	2006				South America	Peru	Cajamarca	Provincia de Jaén	Jaen				University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64299	SRP007701	SAMN00704244	SRS256158			2015-08-27	2011-08-10	YER_AA1141AA	Assembled	165.58	2.2	35800	4680064	Yersinia pestis;99.59%	281	3852	YER_CA4482AA_AS
YER_AA1142AA	PY-09	SRR329392;ILLUMINA;Paired;;SRX090538	Human	Human	Homo sapiens	2006				South America	Peru	Cajamarca	Provincia de Jaén	Jaen				University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64297	SRP007700	SAMN00704243	SRS256157			2015-08-27	2011-08-10	YER_AA1142AA	Assembled	45.19	2.2	32985	4681919	Yersinia pestis;99.22%	304	3490	YER_CA4468AA_AS
YER_AA1143AA	PY-08	SRR329391;ILLUMINA;Paired;;SRX090537	Human	Human	Homo sapiens	2006				South America	Peru	Cajamarca	Provincia de Jaén	Jaen				University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64295	SRP007699	SAMN00704242	SRS256156			2015-08-27	2011-08-10	YER_AA1143AA	Assembled	247.85	2.2	34824	4684529	Yersinia pestis;99.6%	280	3786	YER_CA6609AA_AS
YER_AA1144AA	PY-07	SRR329390;ILLUMINA;Paired;;SRX090536	Wild Animal	Rodent	black rat	2006				South America	Peru	Cajamarca	Provincia de Chota					University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64293	SRP007698	SAMN00704241	SRS256155			2015-08-27	2011-08-10	YER_AA1144AA	Assembled	52.56	2.2	35225	4682659	Yersinia pestis;99.59%	278	3707	YER_CA6568AA_AS
YER_AA1145AA	PY-06	SRR329389;ILLUMINA;Paired;;SRX090535	Wild Animal	Rodent	guinea pig	2006				South America	Peru	Cajamarca	Provincia de Chota					University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64291	SRP007697	SAMN00704240	SRS256154			2015-08-27	2011-08-10	YER_AA1145AA	Assembled	52.7	2.2	34597	4687944	Yersinia pestis;98.84%	295	4177	YER_CA4552AA_AS
YER_AA1146AA	PY-05	SRR329388;ILLUMINA;Paired;;SRX090534	Wild Animal	Rodent	black rat	2006				South America	Peru	Cajamarca	Provincia de Chota					University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64289	SRP007696	SAMN00704239	SRS256153			2015-08-27	2011-08-10	YER_AA1146AA	Assembled	73.66	2.2	37427	4683982	Yersinia pestis;99.58%	274	3543	YER_CA4171AA_AS
YER_AA1147AA	PY-04	SRR329043;ILLUMINA;Paired;;SRX090280	Wild Animal	Rodent	black rat	2006				South America	Peru	Cajamarca	Provincia de Chota					University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64287	SRP007689	SAMN00704077	SRS255995			2015-08-27	2011-08-09	YER_AA1147AA	Assembled	160.97	2.2	35991	4689107	Yersinia pestis;98.75%	276	3934	YER_CA4285AA_AS
YER_AA1148AA	PY-03	SRR329038;ILLUMINA;Paired;;SRX090276	Wild Animal	Rodent	black rat	2006				South America	Peru	Lima	Lima					University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64285	SRP007688	SAMN00704075	SRS255993			2015-08-27	2011-08-09	YER_AA1148AA	Assembled	49.66	2.2	32870	4681148	Yersinia pestis;99.25%	289	12518	YER_CA4458AA_AS
YER_AA1157AA	KIM 10v	SRR2084698;ILLUMINA;Paired;300;SRX1078926,SRR2084643;LS454;Paired;9510;SRX1078927								Asia	Iran							Los Alamos National Laboratory			Yersinia pestis			PRJNA288602	SRP060255	SAMN03817042	SRS977173			2015-08-27	2015-07-28	YER_AA1157AA	Assembled	819.23	2.2	51113	4601721	Yersinia pestis;100.0%	180	1483	YER_CA3264AA_AS
YER_AA1193AA	Pestoides B	SRR2177700;ILLUMINA;Paired;;SRX1161690,SRR2891672;ILLUMINA;Paired;;SRX1161690,GCF_000834925;Complete Genome;;;,SRR2177701;LS454;Paired;;SRX1161691								Europe	Russia							Los Alamos National Laboratory			Yersinia pestis		0.PE4B	PRJNA240105	SRP062704	SAMN03218157	SRS1042581			2015-11-09	2015-08-26	YER_AA1193AA	Assembled	1	NaN	4607660	4794427		4	0	YER_CA7856AA_AS
YER_AA1195AA	IP1086	traces-0EGoweU;ILLUMINA;Paired;;NA	Human	Human	bubo	1991	8	13		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71480084	46.31595265	E. Carniel		44/91 S	Yersinia pestis		date = day of sampling							2015-02-12	2016-12-31	YER_AA1195AA	Assembled	98	2.3	45646	4560717	Yersinia pestis;100.0%	197	3588	YER_CA6611AA_AS
YER_AA1197AA	IP1088	traces-0CWLDGG;ILLUMINA;Paired;;NA	Wild Animal	Rodent	Rat (Rattus), Spleen	1991	8	5		Africa	Madagascar	Boeny	Mahajanga I			-15.71480084	46.31595265	E. Carniel		49/91 S	Yersinia pestis		date = day of sampling							2015-02-12	2016-12-31	YER_AA1197AA	Assembled	95	2.3	44649	4549902	Yersinia pestis;100.0%	197	2683	YER_CA6613AA_AS
YER_AA1198AA	IP1092	traces-0CqAgph;ILLUMINA;Paired;;NA	Human	Human	bubo	1991	10	11		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.7199686	46.32240522	E. Carniel		56/91 S	Yersinia pestis		date = day of sampling							2015-02-12	2016-12-31	YER_AA1198AA	Assembled	94	2.3	43378	4530791	Yersinia pestis;100.0%	199	1845	YER_CA6614AA_AS
YER_AA1199AA	IP1117	traces-0UhfZCL;ILLUMINA;Paired;;NA	Wild Animal	Invertebrates	Flea (Xenopsylla cheopis), homogenate	1995	9	29		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.7199686	46.32240522	E. Carniel		161/95 B	Yersinia pestis		date = day of capture							2015-02-12	2016-12-31	YER_AA1199AA	Assembled	87	2.3	45046	4650140	Yersinia pestis;100.0%	198	2869	YER_CA6615AA_AS
YER_AA1200AA	IP1094	traces-0NbljWZ;ILLUMINA;Paired;;NA	Human	Human	bubo	1991	11	22		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.70965362	46.31749746	E. Carniel		76/91 S	Yersinia pestis		date = day of sampling							2015-02-12	2016-12-31	YER_AA1200AA	Assembled	88	2.3	44649	4649064	Yersinia pestis;100.0%	210	2683	YER_CA6616AA_AS
YER_AA1201AA	IP1110	traces-0nWFFNf;ILLUMINA;Paired;;NA	Human	Human	bubo	1995	8	25		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71480084	46.31595265	E. Carniel		136/95 B	Yersinia pestis		date = day of 1st symptoms							2015-02-12	2016-12-31	YER_AA1201AA	Assembled	104	2.3	45351	4652669	Yersinia pestis;100.0%	200	3418	YER_CA6617AA_AS
YER_AA1202AA	IP1147	traces-0UWzSvL;ILLUMINA;Paired;;NA	Wild Animal	Invertebrates	Flea, homogenate	1991				Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71413007	46.32382322	E. Carniel		74/91 S	Yersinia pestis		date = day of sampling							2015-02-12	2016-12-31	YER_AA1202AA	Assembled	48	2.3	39994	4633824	Yersinia pestis;100.0%	227	4824	YER_CA6618AA_AS
YER_AA1203AA	IP1151	traces-0qQJhrT;ILLUMINA;Paired;;NA	Human	Human	bubo	1995	9	1		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71561695	46.31819662	E. Carniel		125/95 B	Yersinia pestis		date = day of 1st symptoms							2015-02-12	2016-12-31	YER_AA1203AA	Assembled	83	2.3	44649	4649410	Yersinia pestis;100.0%	207	3308	YER_CA6619AA_AS
YER_AA1204AA	IP1104	traces-0BTKQlT;ILLUMINA;Paired;;NA	Human	Human	bubo	1995	8	28		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.7199686	46.32240522	E. Carniel		121/95 B	Yersinia pestis		date = day of 1st symptoms							2015-02-12	2016-12-31	YER_AA1204AA	Assembled	99	2.3	44649	4649758	Yersinia pestis;100.0%	201	3336	YER_CA6620AA_AS
YER_AA1205AA	IP1090	traces-0oRVZHa;ILLUMINA;Paired;;NA	Wild Animal	Rodent	Rat (Rattus), Spleen	1991	8	14		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71480084	46.31595265	E. Carniel		52/91 S	Yersinia pestis		date = day of sampling							2015-02-12	2016-12-31	YER_AA1205AA	Assembled	100	2.3	45646	4643871	Yersinia pestis;100.0%	193	3260	YER_CA6621AA_AS
YER_AA1206AA	IP1121	traces-0HbJuJi;ILLUMINA;Paired;;NA	Wild Animal	Rodent	Rat (Rattus norvegicus), Spleen	1995	10	4		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71522114	46.32521617	E. Carniel		175/95 S	Yersinia pestis		date = day of capture							2015-12-02	2016-12-31	YER_AA1206AA	Assembled	126	2.3	47148	4650337	Yersinia pestis;100.0%	195	2651	YER_CA6622AA_AS
YER_AA1207AA	IP1126	traces-0yzvNyN;ILLUMINA;Paired;;NA	Human	Human	Lung right	1995	11	23		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71614609	46.32103353	E. Carniel		192/95 PD	Yersinia pestis		date = day of 1st symptoms							2015-02-12	2016-12-31	YER_AA1207AA	Assembled	59	2.3	39561	4664221	Yersinia pestis;100.0%	218	4106	YER_CA6623AA_AS
YER_AA1208AA	IP1119	traces-0CZgzMO;ILLUMINA;Paired;;NA	Wild Animal	Invertebrates	Flea (Xenopsylla cheopis), homogenate	1995	10	2		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71522114	46.32521617	E. Carniel		170/95 S	Yersinia pestis		date = day of capture							2015-12-02	2016-12-31	YER_AA1208AA	Assembled	104	2.3	45351	4650749	Yersinia pestis;100.0%	201	3874	YER_CA6706AA_AS
YER_AA1209AA	IP1124	traces-0dtCmmT;ILLUMINA;Paired;;NA	Human	Human	bubo	1995	10	25		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71480084	46.31595265	E. Carniel		188/95 B	Yersinia pestis		date = day of 1st symptoms							2015-02-12	2016-12-31	YER_AA1209AA	Assembled	47	2.3	39782	4646697	Yersinia pestis;100.0%	240	5326	YER_CA6625AA_AS
YER_AA1210AA	IP1125	traces-0dpgNTa;ILLUMINA;Paired;;NA	Human	Human	bubo	1995	11	23		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71614609	46.32103353	E. Carniel		192/95 B	Yersinia pestis		date = day of 1st symptoms							2015-02-12	2016-12-31	YER_AA1210AA	Assembled	65	2.3	40246	4648586	Yersinia pestis;100.0%	203	3960	YER_CA6626AA_AS
YER_AA1211AA	IP1144	traces-0xyDCpG;ILLUMINA;Paired;;NA	Human	Human	bubo	1995	9	1		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.70967256	46.34927515	E. Carniel		126/95 B	Yersinia pestis		date = day of 1st symptoms							2015-02-12	2016-12-31	YER_AA1211AA	Assembled	82	2.3	44649	4660959	Yersinia pestis;100.0%	203	3731	YER_CA6627AA_AS
YER_AA1212AA	IP1118	traces-0lJHjNM;ILLUMINA;Paired;;NA	Human	Human	bubo	1995	10	2		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.6966832	46.34072954	E. Carniel		162/95 S	Yersinia pestis		date = day of 1st symptoms							2015-02-12	2016-12-31	YER_AA1212AA	Assembled	103	2.3	45351	4651106	Yersinia pestis;100.0%	197	3389	YER_CA6628AA_AS
YER_AA1213AA	IP1098	traces-0FPiRUp;ILLUMINA;Paired;;NA	Human	Human	bubo	1992				Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.70965362	46.31749746	E. Carniel		5/92 S	Yersinia pestis		date = day of sampling							2015-02-12	2016-12-31	YER_AA1213AA	Assembled	102	2.3	45046	4632868	Yersinia pestis;100.0%	202	4438	YER_CA6707AA_AS
YER_AA1214AA	IP1093	traces-0EIXJuW;ILLUMINA;Paired;;NA	Human	Human	bubo	1991	10	13		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71480084	46.31595265	E. Carniel		58/91 S	Yersinia pestis		date = day of sampling							2015-02-12	2016-12-31	YER_AA1214AA	Assembled	63	2.3	39940	4548250	Yersinia pestis;100.0%	219	3792	YER_CA6630AA_AS
YER_AA1215AA	IP1109	traces-0hKtOnP;ILLUMINA;Paired;;NA	Human	Human	bubo	1995	9	8		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.7199686	46.32240522	E. Carniel		133/95 B	Yersinia pestis		date = day of 1st symptoms							2015-02-12	2016-12-31	YER_AA1215AA	Assembled	91	2.3	45351	4654061	Yersinia pestis;100.0%	204	4155	YER_CA6708AA_AS
YER_AA1216AA	IP1331	traces-0WEZIiZ;ILLUMINA;Paired;;NA	Human	Human	bubo	1996	1	26		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.70975449	46.31506753	E. Carniel		32/96	Yersinia pestis		date = day of 1st symptoms							2015-02-12	2016-12-31	YER_AA1216AA	Assembled	81	2.3	45046	4650577	Yersinia pestis;100.0%	200	4026	YER_CA6632AA_AS
YER_AA1217AA	IP1105	traces-0surenf;ILLUMINA;Paired;;NA	Human	Human	bubo	1995				Africa	Madagascar	Boeny	Mahajanga II	Amboanio		-15.82610032	46.38640172	E. Carniel		123/95 S	Yersinia pestis									2015-02-12	2016-12-31	YER_AA1217AA	Assembled	178	2.3	45099	4658039	Yersinia pestis;100.0%	201	2460	YER_CA6633AA_AS
YER_AA1218AA	IP1382	traces-0GeROBM;ILLUMINA;Paired;;NA	Human	Human	Lung	1996	7	22		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71614609	46.32103353	E. Carniel		88/96	Yersinia pestis		date = day of 1st symptoms							2015-02-12	2016-12-31	YER_AA1218AA	Assembled	78	2.3	40683	4650672	Yersinia pestis;100.0%	212	3470	YER_CA6634AA_AS
YER_AA1219AA	IP1306	traces-0XJpGwf;ILLUMINA;Paired;;NA	Human	Human	bubo	1996	1	1		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.70965362	46.31749746	E. Carniel		5/96	Yersinia pestis		date = day of 1st symptoms							2015-02-12	2016-12-31	YER_AA1219AA	Assembled	79	2.3	41451	4649634	Yersinia pestis;100.0%	213	3212	YER_CA6635AA_AS
YER_AA1220AA	IP1089	traces-0bpQseS;ILLUMINA;Paired;;NA	Human	Human	bubo	1991	8	9		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71480084	46.31595265	E. Carniel		50/91 S	Yersinia pestis		date = day of sampling							2015-02-12	2016-12-31	YER_AA1220AA	Assembled	102	2.3	47082	4650716	Yersinia pestis;100.0%	198	2648	YER_CA6636AA_AS
YER_AA1221AA	IP1099	traces-0jLrIbY;ILLUMINA;Paired;;NA	Human	Human	bubo	1992				Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71480084	46.31595265	E. Carniel		8/92 S	Yersinia pestis		date = day of sampling							2015-02-12	2016-12-31	YER_AA1221AA	Assembled	80	2.3	41451	4531726	Yersinia pestis;100.0%	208	2900	YER_CA6637AA_AS
YER_AA1222AA	IP1095	traces-0nXvGBt;ILLUMINA;Paired;;NA	Human	Human	bubo	1991	11	28		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71413007	46.32382322	E. Carniel		79/91 S	Yersinia pestis		date = day of sampling							2015-02-12	2016-12-31	YER_AA1222AA	Assembled	103	2.3	44649	4651650	Yersinia pestis;99.47%	201	3080	YER_CA6638AA_AS
YER_AA1223AA	IP1100	traces-0UlazhC;ILLUMINA;Paired;;NA	Human	Human	Lung	1995	7	22		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.72036461	46.31893185	E. Carniel		110/95 B	Yersinia pestis		date = day of 1st symptoms							2015-02-12	2016-12-31	YER_AA1223AA	Assembled	117	2.3	45046	4658383	Yersinia pestis;100.0%	198	2622	YER_CA6639AA_AS
YER_AA1224AA	IP1154	traces-0tkKUtW;ILLUMINA;Paired;;NA	Human	Human	bubo	1995	9	16		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.70975449	46.31506753	E. Carniel		151/95 B	Yersinia pestis		date = day of 1st symptoms							2015-02-12	2016-12-31	YER_AA1224AA	Assembled	74	2.3	45351	4639665	Yersinia pestis;99.47%	202	3284	YER_CA6640AA_AS
YER_AA1225AA	IP1108	traces-0HnqGzW;ILLUMINA;Paired;;NA	Human	Human	bubo	1995	9	8		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71413007	46.32382322	E. Carniel		129/95 B	Yersinia pestis		date = day of 1st symptoms							2015-02-12	2016-12-31	YER_AA1225AA	Assembled	122	2.3	47164	4650180	Yersinia pestis;100.0%	195	2699	YER_CA6641AA_AS
YER_AA1226AA	IP1333	traces-0TmHnmS;ILLUMINA;Paired;;NA	Human	Human	bubo	1996	2	16		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.7199686	46.32240522	E. Carniel		34/96	Yersinia pestis		date = day of 1st symptoms							2015-02-12	2016-12-31	YER_AA1226AA	Assembled	101	2.3	45351	4651285	Yersinia pestis;100.0%	197	3207	YER_CA6642AA_AS
YER_AA1227AA	IP1107	traces-0RYkHhg;ILLUMINA;Paired;;NA	Human	Human	bubo	1995	9	6		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71480084	46.31595265	E. Carniel	Orientalis	128/95 B	Yersinia pestis		1.ORI3 node k							2015-02-12	2016-12-31	YER_AA1227AA	Assembled	84	2.3	45646	4655387	Yersinia pestis;100.0%	203	3704	YER_CA6643AA_AS
YER_AA1228AA	IP1318	traces-0xNISlz;ILLUMINA;Paired;;NA	Human	Human	bubo	1996	1	5		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71413007	46.32382322	E. Carniel		18/96	Yersinia pestis		date = day of 1st symptoms							2015-02-12	2016-12-31	YER_AA1228AA	Assembled	94	2.3	43648	4647364	Yersinia pestis;100.0%	200	2456	YER_CA6644AA_AS
YER_AA1229AA	IP1102	traces-0xlFJQm;ILLUMINA;Paired;;NA	Human	Human	bubo	1995	8	20		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.70438999	46.31339822	E. Carniel		120/95 S	Yersinia pestis		date = day of 1st symptoms							2015-02-12	2016-12-31	YER_AA1229AA	Assembled	119	2.3	45351	4650521	Yersinia pestis;100.0%	192	2478	YER_CA6645AA_AS
YER_AA1230AA	IP1120	traces-0VAINUV;ILLUMINA;Paired;;NA	Wild Animal	Invertebrates	Flea (Xenopsylla cheopis), homogenate	1995	10	3		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71522114	46.32521617	E. Carniel		171/95 S	Yersinia pestis		date = day of capture							2015-12-02	2016-12-31	YER_AA1230AA	Assembled	112	2.3	45046	4649991	Yersinia pestis;100.0%	198	2496	YER_CA6646AA_AS
YER_AA1231AA	IP1332	traces-0hovIxV;ILLUMINA;Paired;;NA	Human	Human	bubo	1996	2	19		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.72407712	46.32805994	E. Carniel		33/96	Yersinia pestis		date = day of 1st symptoms							2015-02-12	2016-12-31	YER_AA1231AA	Assembled	70	2.3	39123	4647840	Yersinia pestis;100.0%	215	3230	YER_CA6647AA_AS
YER_AA1232AA	IP1113	traces-0iYaXek;ILLUMINA;Paired;;NA	Human	Human	bubo	1995	9	24		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71338643	46.32068495	E. Carniel		153/95 S	Yersinia pestis		date = day of 1st symptoms							2015-02-12	2016-12-31	YER_AA1232AA	Assembled	76	2.3	42248	4648003	Yersinia pestis;100.0%	206	2779	YER_CA6648AA_AS
YER_AA1233AA	IP1096	traces-0wkBxxT;ILLUMINA;Paired;;NA	Human	Human	bubo	1992				Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71413007	46.32382322	E. Carniel		2/92 S	Yersinia pestis		date = day of sampling							2015-02-12	2016-12-31	YER_AA1233AA	Assembled	102	2.3	45345	4651511	Yersinia pestis;100.0%	201	2625	YER_CA6649AA_AS
YER_AA1234AA	IP1114	traces-0myQMEg;ILLUMINA;Paired;;NA	Human	Human	bubo	1995	9	28		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.72407712	46.32805994	E. Carniel		155/95 B	Yersinia pestis		date = day of 1st symptoms							2015-02-12	2016-12-31	YER_AA1234AA	Assembled	88	2.3	45046	4651188	Yersinia pestis;100.0%	208	3837	YER_CA6650AA_AS
YER_AA1235AA	IP1112	traces-0WWETXu;ILLUMINA;Paired;;NA	Wild Animal	Invertebrates	Flea (Xenopsylla cheopis), homogenate	1995	9	28		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.70965362	46.31749746	E. Carniel		152/95 B	Yersinia pestis		date = day of capture							2015-02-12	2016-12-31	YER_AA1235AA	Assembled	112	2.3	44990	4649452	Yersinia pestis;100.0%	198	2093	YER_CA6651AA_AS
YER_AA1236AA	IP1115	traces-0MEGqYn;ILLUMINA;Paired;;NA	Wild Animal	Rodent	Rat (Rattus norvegicus), Spleen	1995	9	29		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71522114	46.32521617	E. Carniel		159/95 B	Yersinia pestis		date = day of capture							2015-12-02	2016-12-31	YER_AA1236AA	Assembled	85	2.3	43378	4649935	Yersinia pestis;100.0%	198	3102	YER_CA6652AA_AS
YER_AA1237AA	IP1111	traces-0kFtJQi;ILLUMINA;Paired;;NA	Human	Human	bubo	1995	9	14		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71648028	46.32828885	E. Carniel		143/95 B	Yersinia pestis		date = day of 1st symptoms							2015-02-12	2016-12-31	YER_AA1237AA	Assembled	182	2.3	47132	4650933	Yersinia pestis;100.0%	193	1851	YER_CA6653AA_AS
YER_AA1238AA	IP1116	traces-0wXUKjy;ILLUMINA;Paired;;NA	Wild Animal	Invertebrates	Flea (Xenopsylla cheopis), homogenate	1995	9	29		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71522114	46.32521617	E. Carniel		160/95 B	Yersinia pestis		date = day of capture							2015-12-02	2016-12-31	YER_AA1238AA	Assembled	95	2.3	45046	4651479	Yersinia pestis;100.0%	205	2880	YER_CA6654AA_AS
YER_AA1239AA	IP1122	traces-0OsRTpM;ILLUMINA;Paired;;NA	Wild Animal	Invertebrates	Flea (Xenopsylla cheopis), homogenate	1995	10	4		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71522114	46.32521617	E. Carniel		176/95 S	Yersinia pestis		date = day of capture							2015-12-02	2016-12-31	YER_AA1239AA	Assembled	110	2.3	45046	4649214	Yersinia pestis;100.0%	200	2785	YER_CA6655AA_AS
YER_AA1240AA	IP1161	traces-0yAlPiw;ILLUMINA;Paired;;NA	Wild Animal	Invertebrates	Flea (Xenopsylla cheopis), homogenate	1995	9	28		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.72386018	46.31888251	E. Carniel		158/95 B	Yersinia pestis		date = day of capture							2015-12-02	2016-12-31	YER_AA1240AA	Assembled	73	2.3	43574	4651869	Yersinia pestis;100.0%	205	3787	YER_CA6656AA_AS
YER_AA1241AA	IP1334	traces-0uonHev;ILLUMINA;Paired;;NA	Human	Human	bubo	1996	2	20		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.72407712	46.32805994	E. Carniel		35/96	Yersinia pestis		date = day of 1st symptoms							2015-02-12	2016-12-31	YER_AA1241AA	Assembled	66	2.3	41451	4651080	Yersinia pestis;100.0%	215	4360	YER_CA6657AA_AS
YER_AA1242AA	IP1123	traces-0mElVXk;ILLUMINA;Paired;;NA	Human	Human	bubo	1995	10	25		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.70664463	46.37179177	E. Carniel		186/95 B	Yersinia pestis		date = day of 1st symptoms							2015-02-12	2016-12-31	YER_AA1242AA	Assembled	126	2.3	47082	4650912	Yersinia pestis;100.0%	194	2368	YER_CA6658AA_AS
YER_AA1243AA	IP1386	traces-0fyeoYI;ILLUMINA;Paired;;NA	Human	Human	bubo	1996	8	29		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.72407712	46.32805994	E. Carniel		92/96	Yersinia pestis		date = day of 1st symptoms							2015-02-12	2016-12-31	YER_AA1243AA	Assembled	117	2.3	47154	4668059	Yersinia pestis;100.0%	197	1979	YER_CA6659AA_AS
YER_AA1244AA	IP1389	traces-0BdftLt;ILLUMINA;Paired;;NA	Human	Human	bubo	1996	8	23		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.70388712	46.33329006	E. Carniel		95/96	Yersinia pestis		date = day of 1st symptoms							2015-02-12	2016-12-31	YER_AA1244AA	Assembled	147	2.3	45739	4667125	Yersinia pestis;100.0%	198	2129	YER_CA6660AA_AS
