id	BioSample_id	BioSampleAccession	BioSampleAccessionSecondary	BioSampleBioProjectAccession	BioSampleSRAAccession	BioSampleTitle	BioSampleName	BioSampleType	BioSamplePackage	BioSampleInfraspecies	BioSampleOrganism	BioSampleOrganismAlt	BioSampleSubSpecies	BioSampleStrain	BioSampleTaxonomyID	BioSampleBiovar	BioSampleCollectionDate	BioSampleGeographicLocation	BioSampleHost	BioSampleHostDisease	BioSampleIsolateNameAlias	BioSampleIsolationSource	BioSampleLat	BioSampleLatLon	BioSampleLon	BioSampleDate	BioSampleModificationDate	BioSamplePublicationDate	BioSampleOrganization	BioSampleComment
81	12011899	SAMN12011899	None	PRJNA548232	None	Pathogen: clinical or host-associated sample from Yersinia pestis	Yersinia pestis C-224	None	Pathogen.cl.1.0	strain: C-224	Yersinia pestis	Yersinia pestis	None	C-224	632	None	1968	Azerbaijan	Meriones libycus	plague	None	Corpse	None	40.125 N 49.375 E	None	2019/06/11	2019/06/11	2019/06/11	Stavropol Plague Control Reseach Institute	KEEP
82	12011893	SAMN12011893	None	PRJNA548232	None	Pathogen: clinical or host-associated sample from Yersinia pestis	Yersinia pestis C-62	None	Pathogen.cl.1.0	strain: C-62	Yersinia pestis	Yersinia pestis	None	C-62	632	None	1959	Azerbaijan	Meriones libycus	plague	None	Corpse	None	40.7733 N 45.9998 E	None	2019/06/11	2019/06/11	2019/06/11	Stavropol Plague Control Reseach Institute	KEEP
83	12011892	SAMN12011892	None	PRJNA548232	None	Pathogen: clinical or host-associated sample from Yersinia pestis	Yersinia pestis C-11	None	Pathogen.cl.1.0	strain: C-11	Yersinia pestis	Yersinia pestis	None	C-11	632	None	1950	Russia	Lepus	plague	None	Rhipicephalus	None	44.8575 N 45.579167 E	None	2019/06/11	2019/06/11	2019/06/11	Stavropol Plague Control Reseach Institute	KEEP
84	10484567	SAMN10484567	None	None	SRS4873497	Pathogen: clinical or host-associated sample from Bacillus anthracis	sample 81/1	None	Pathogen.cl.1.0	strain: 81/1	Bacillus anthracis	Bacillus anthracis	None	81/1	1392	None	1979	Russia	Homo sapiens	anthrax	None	blood	None	45.572027 N 41.03259 E	None	2018/11/27	2019/06/04	2018/11/27	Stavropol Plague Control Research Institute	REMOVE: Incorrect organism
85	8162039	SAMN08162039	None	PRJNA421720	SRS2750642	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3994	None	Pathogen.cl.1.0	strain: Yp3994	Yersinia pestis	Yersinia pestis	None	Yp3994	632	None	1966	Brazil:Pernambuco:Araripina:Exu:Serra Sitio Novo	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
86	8162036	SAMN08162036	None	PRJNA421720	SRS2750763	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3987	None	Pathogen.cl.1.0	strain: Yp3987	Yersinia pestis	Yersinia pestis	None	Yp3987	632	None	1982	Brazil:Ceara:Ipu:Ipueiras:Sitio Baixa Nova	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
87	8162035	SAMN08162035	None	PRJNA421720	SRS2750744	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3983	None	Pathogen.cl.1.0	strain: Yp3983	Yersinia pestis	Yersinia pestis	None	Yp3983	632	None	1982	Brazil:Ceara:Ipu:Ipueiras:Sitio Almas	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
88	8162034	SAMN08162034	None	PRJNA421720	SRS2750762	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3982	None	Pathogen.cl.1.0	strain: Yp3982	Yersinia pestis	Yersinia pestis	None	Yp3982	632	None	1982	Brazil:Ceara:Baturite:Aratuba:Sitio Outeiro	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
89	8162032	SAMN08162032	None	PRJNA421720	SRS2750738	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3979	None	Pathogen.cl.1.0	strain: Yp3979	Yersinia pestis	Yersinia pestis	None	Yp3979	632	None	1980	Brazil:Ceara:Ipu:Ipueiras:Sitio Santa Maria	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
90	8162031	SAMN08162031	None	PRJNA421720	SRS2750757	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3978	None	Pathogen.cl.1.0	strain: Yp3978	Yersinia pestis	Yersinia pestis	None	Yp3978	632	None	1980	Brazil:Ceara:Ibiapaba:Guaraciaba do Norte:Sitio Sao Felix	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
91	8162029	SAMN08162029	None	PRJNA421720	SRS2750764	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3975	None	Pathogen.cl.1.0	strain: Yp3975	Yersinia pestis	Yersinia pestis	None	Yp3975	632	None	1979	Brazil:Ceara:Ipu:Ipu:Sitio Tabocal	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
92	8162025	SAMN08162025	None	PRJNA421720	SRS2750533	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3967	None	Pathogen.cl.1.0	strain: Yp3967	Yersinia pestis	Yersinia pestis	None	Yp3967	632	None	1986	Brazil:Paraiba:Curimatau Oriental:Solanea:Sitio Pedra dagua	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
93	8162024	SAMN08162024	None	PRJNA421720	SRS2750541	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3959	None	Pathogen.cl.1.0	strain: Yp3959	Yersinia pestis	Yersinia pestis	None	Yp3959	632	None	1982	Brazil:Paraiba:Itabaiana:Salgado de Sao Felix:Engenho Covao	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
94	8162023	SAMN08162023	None	PRJNA421720	SRS2750534	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3958	None	Pathogen.cl.1.0	strain: Yp3958	Yersinia pestis	Yersinia pestis	None	Yp3958	632	None	1982	Brazil:Pernambuco:Garanhuns:Caetes:Sitio Riacho Fundo	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
95	8162022	SAMN08162022	None	PRJNA421720	SRS2750560	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3952	None	Pathogen.cl.1.0	strain: Yp3952	Yersinia pestis	Yersinia pestis	None	Yp3952	632	None	1979	Brazil:Ceara:Ibiapaba:Guaraciaba do Norte:Sitio Sao Felix	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
96	8162017	SAMN08162017	None	PRJNA421720	SRS2750544	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3935	None	Pathogen.cl.1.0	strain: Yp3935	Yersinia pestis	Yersinia pestis	None	Yp3935	632	None	1978	Brazil:Pernambuco:Pajeu:Triunfo:Sitio Sao Jose dos Pilotos	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
97	8162016	SAMN08162016	None	PRJNA421720	SRS2750423	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3931	None	Pathogen.cl.1.0	strain: Yp3931	Yersinia pestis	Yersinia pestis	None	Yp3931	632	None	1978	Brazil:Pernambuco:Pajeu:Triunfo:Sitio Jardim	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
98	8162011	SAMN08162011	None	PRJNA421720	SRS2750427	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3899	None	Pathogen.cl.1.0	strain: Yp3899	Yersinia pestis	Yersinia pestis	None	Yp3899	632	None	1975	Brazil:Pernambuco:Araripina:Exu:Sitio dos Pereira	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
99	8162008	SAMN08162008	None	PRJNA421720	SRS2750545	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3872	None	Pathogen.cl.1.0	strain: Yp3872	Yersinia pestis	Yersinia pestis	None	Yp3872	632	None	1974	Brazil:Pernambuco:Araripina:Exu:Sitio Sao Luiz	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
100	8162006	SAMN08162006	None	PRJNA421720	SRS2750551	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3866	None	Pathogen.cl.1.0	strain: Yp3866	Yersinia pestis	Yersinia pestis	None	Yp3866	632	None	1974	Brazil:Pernambuco:Araripina:Exu:Sitio Bras	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
101	8162005	SAMN08162005	None	PRJNA421720	SRS2750561	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3865	None	Pathogen.cl.1.0	strain: Yp3865	Yersinia pestis	Yersinia pestis	None	Yp3865	632	None	1974	Brazil:Pernambuco:Araripina:Exu:Sitio Sao Luiz	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
102	8162004	SAMN08162004	None	PRJNA421720	SRS2750549	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3862	None	Pathogen.cl.1.0	strain: Yp3862	Yersinia pestis	Yersinia pestis	None	Yp3862	632	None	1974	Brazil:Pernambuco:Araripina:Exu:Sitio Louvado	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
103	8162003	SAMN08162003	None	PRJNA421720	SRS2750550	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3860	None	Pathogen.cl.1.0	strain: Yp3860	Yersinia pestis	Yersinia pestis	None	Yp3860	632	None	1974	Brazil:Pernambuco:Araripina:Exu:Sitio Louvado	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
104	8161999	SAMN08161999	None	PRJNA421720	SRS2750552	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3854	None	Pathogen.cl.1.0	strain: Yp3854	Yersinia pestis	Yersinia pestis	None	Yp3854	632	None	1974	Brazil:Pernambuco:Araripina:Exu:Sitio Serra Pau Casado	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
105	8161996	SAMN08161996	None	PRJNA421720	SRS2750466	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3851	None	Pathogen.cl.1.0	strain: Yp3851	Yersinia pestis	Yersinia pestis	None	Yp3851	632	None	1974	Brazil:Pernambuco:Araripina:Exu:Sitio Serra Pau Casado	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
106	8161995	SAMN08161995	None	PRJNA421720	SRS2750429	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3850	None	Pathogen.cl.1.0	strain: Yp3850	Yersinia pestis	Yersinia pestis	None	Yp3850	632	None	1974	Brazil:Pernambuco:Araripina:Exu:Sitio Serra Pau Casado	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
107	8161994	SAMN08161994	None	PRJNA421720	SRS2750463	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3849	None	Pathogen.cl.1.0	strain: Yp3849	Yersinia pestis	Yersinia pestis	None	Yp3849	632	None	1974	Brazil:Pernambuco:Araripina:Exu:Sitio Serra Pau Casado	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
108	8161993	SAMN08161993	None	PRJNA421720	SRS2750438	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3848	None	Pathogen.cl.1.0	strain: Yp3848	Yersinia pestis	Yersinia pestis	None	Yp3848	632	None	1974	Brazil:Pernambuco:Araripina:Exu:Sitio Serra Pau Casado	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
109	8161990	SAMN08161990	None	PRJNA421720	SRS2750434	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3844	None	Pathogen.cl.1.0	strain: Yp3844	Yersinia pestis	Yersinia pestis	None	Yp3844	632	None	1974	Brazil:Pernambuco:Araripina:Exu:Sitio Serra Cruzinha	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
110	8161987	SAMN08161987	None	PRJNA421720	SRS2750389	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3841	None	Pathogen.cl.1.0	strain: Yp3841	Yersinia pestis	Yersinia pestis	None	Yp3841	632	None	1974	Brazil:Pernambuco:Araripina:Exu:Sitio Serra Pau Casado	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
111	8161986	SAMN08161986	None	PRJNA421720	SRS2750368	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3840	None	Pathogen.cl.1.0	strain: Yp3840	Yersinia pestis	Yersinia pestis	None	Yp3840	632	None	1974	Brazil:Pernambuco:Araripina:Exu:Sitio Serra Pau Casado	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
112	8161985	SAMN08161985	None	PRJNA421720	SRS2750395	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3839	None	Pathogen.cl.1.0	strain: Yp3839	Yersinia pestis	Yersinia pestis	None	Yp3839	632	None	1972	Brazil:Pernambuco:Araripina:Exu:Sitio Santo Amaro	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
113	8161984	SAMN08161984	None	PRJNA421720	SRS2750378	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3838	None	Pathogen.cl.1.0	strain: Yp3838	Yersinia pestis	Yersinia pestis	None	Yp3838	632	None	1972	Brazil:Pernambuco:Araripina:Exu:Sitio Santo Amaro	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
114	8161983	SAMN08161983	None	PRJNA421720	SRS2750372	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3837	None	Pathogen.cl.1.0	strain: Yp3837	Yersinia pestis	Yersinia pestis	None	Yp3837	632	None	1972	Brazil:Pernambuco:Araripina:Exu:Sitio Romania	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
115	8161982	SAMN08161982	None	PRJNA421720	SRS2750374	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3834	None	Pathogen.cl.1.0	strain: Yp3834	Yersinia pestis	Yersinia pestis	None	Yp3834	632	None	1972	Brazil:Pernambuco:Araripina:Exu:Sitio Lagoa da Rapadura	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
116	8161971	SAMN08161971	None	PRJNA421720	SRS2750678	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3821	None	Pathogen.cl.1.0	strain: Yp3821	Yersinia pestis	Yersinia pestis	None	Yp3821	632	None	1971	Brazil:Pernambuco:Araripina:Exu:Sitio Pocos	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
117	8161970	SAMN08161970	None	PRJNA421720	SRS2750677	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3820	None	Pathogen.cl.1.0	strain: Yp3820	Yersinia pestis	Yersinia pestis	None	Yp3820	632	None	1971	Brazil:Pernambuco:Araripina:Exu:Sitio Manicoba	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
118	8161968	SAMN08161968	None	PRJNA421720	SRS2750602	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3817	None	Pathogen.cl.1.0	strain: Yp3817	Yersinia pestis	Yersinia pestis	None	Yp3817	632	None	1971	Brazil:Pernambuco:Araripina:Exu:Sitio Aracaju	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
119	8161967	SAMN08161967	None	PRJNA421720	SRS2750704	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3816	None	Pathogen.cl.1.0	strain: Yp3816	Yersinia pestis	Yersinia pestis	None	Yp3816	632	None	1971	Brazil:Pernambuco:Araripina:Exu:Sitio Manicoba	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
120	8161964	SAMN08161964	None	PRJNA421720	SRS2750609	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3812	None	Pathogen.cl.1.0	strain: Yp3812	Yersinia pestis	Yersinia pestis	None	Yp3812	632	None	1971	Brazil:Pernambuco:Araripina:Exu:Sitio Manicoba	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
121	8161963	SAMN08161963	None	PRJNA421720	SRS2750599	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3811	None	Pathogen.cl.1.0	strain: Yp3811	Yersinia pestis	Yersinia pestis	None	Yp3811	632	None	1971	Brazil:Pernambuco:Araripina:Exu:Sitio Manicoba	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
122	8161962	SAMN08161962	None	PRJNA421720	SRS2750640	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3810	None	Pathogen.cl.1.0	strain: Yp3810	Yersinia pestis	Yersinia pestis	None	Yp3810	632	None	1971	Brazil:Pernambuco:Araripina:Exu:Sitio Manicoba	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
123	8161960	SAMN08161960	None	PRJNA421720	SRS2750598	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3808	None	Pathogen.cl.1.0	strain: Yp3808	Yersinia pestis	Yersinia pestis	None	Yp3808	632	None	1971	Brazil:Pernambuco:Araripina:Exu:Sitio Manicoba	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
124	8161953	SAMN08161953	None	PRJNA421720	SRS2750495	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3800	None	Pathogen.cl.1.0	strain: Yp3800	Yersinia pestis	Yersinia pestis	None	Yp3800	632	None	1970	Brazil:Pernambuco:Araripina:Exu:Sitio Batinga	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
125	8161947	SAMN08161947	None	PRJNA421720	SRS2750461	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3792	None	Pathogen.cl.1.0	strain: Yp3792	Yersinia pestis	Yersinia pestis	None	Yp3792	632	None	1970	Brazil:Pernambuco:Araripina:Exu:Sitio Oriente	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
126	8161946	SAMN08161946	None	PRJNA421720	SRS2750507	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3791	None	Pathogen.cl.1.0	strain: Yp3791	Yersinia pestis	Yersinia pestis	None	Yp3791	632	None	1970	Brazil:Pernambuco:Araripina:Exu:Sitio Curicaca	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
127	8161944	SAMN08161944	None	PRJNA421720	SRS2750460	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3789	None	Pathogen.cl.1.0	strain: Yp3789	Yersinia pestis	Yersinia pestis	None	Yp3789	632	None	1970	Brazil:Pernambuco:Araripina:Exu:Sitio Oriente	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
128	8161943	SAMN08161943	None	PRJNA421720	SRS2750448	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3788	None	Pathogen.cl.1.0	strain: Yp3788	Yersinia pestis	Yersinia pestis	None	Yp3788	632	None	1970	Brazil:Pernambuco:Araripina:Exu:Sitio Cacimbas	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
129	8161942	SAMN08161942	None	PRJNA421720	SRS2750439	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3787	None	Pathogen.cl.1.0	strain: Yp3787	Yersinia pestis	Yersinia pestis	None	Yp3787	632	None	1970	Brazil:Pernambuco:Araripina:Exu:Sitio Espalhado	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
130	8161941	SAMN08161941	None	PRJNA421720	SRS2750456	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3786	None	Pathogen.cl.1.0	strain: Yp3786	Yersinia pestis	Yersinia pestis	None	Yp3786	632	None	1970	Brazil:Pernambuco:Araripina:Exu:Sitio Espalhado	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
131	8161939	SAMN08161939	None	PRJNA421720	SRS2750500	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3784	None	Pathogen.cl.1.0	strain: Yp3784	Yersinia pestis	Yersinia pestis	None	Yp3784	632	None	1970	Brazil:Pernambuco:Araripina:Exu:Sitio Cacimbas	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
132	8161938	SAMN08161938	None	PRJNA421720	SRS2750721	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3783	None	Pathogen.cl.1.0	strain: Yp3783	Yersinia pestis	Yersinia pestis	None	Yp3783	632	None	1970	Brazil:Pernambuco:Araripina:Exu:Sitio Cacimbas	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
133	8161937	SAMN08161937	None	PRJNA421720	SRS2750722	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3780	None	Pathogen.cl.1.0	strain: Yp3780	Yersinia pestis	Yersinia pestis	None	Yp3780	632	None	1970	Brazil:Pernambuco:Araripina:Exu:Sitio Espalhado	Bolomys lasiurus	plague	None	NA	None	NA	None	2018/12/13	2019/05/23	2018/12/13	Northern Arizona University	KEEP
