id	BioSample_id	BioSampleAccession	BioSampleAccessionSecondary	BioSampleBioProjectAccession	BioSampleSRAAccession	BioSampleTitle	BioSampleName	BioSampleType	BioSamplePackage	BioSampleInfraspecies	BioSampleOrganism	BioSampleOrganismAlt	BioSampleSubSpecies	BioSampleStrain	BioSampleTaxonomyID	BioSampleBiovar	BioSampleSerovar	BioSampleCollectionDate	BioSampleGeographicLocation	BioSampleHost	BioSampleHostDisease	BioSampleHostHealthState	BioSampleIsolateNameAlias	BioSampleIsolationSource	BioSampleLat	BioSampleLatLon	BioSampleLon	BioSampleSubmissionDate	BioSampleModificationDate	BioSamplePublicationDate	BioSampleOrganization	BioSampleComment
67	7722909	SAMN07722909		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42088		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42088	632			23-Jul-2001	China: Xinjiang Guertu	missing	missing			Ixodex crenulatus		missing		2017-09-29T20:14:04.420	2019-11-20T12:38:03.753	2019-11-20T12:38:03.753	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
68	7722908	SAMN07722908		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42086		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42086	632			08-Jul-2001	China: Xinjiang Guertu	missing	missing			Neopsylla mana Wagn		missing		2017-09-29T20:14:04.407	2019-11-20T12:38:03.753	2019-11-20T12:38:03.753	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
69	7722907	SAMN07722907		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42085		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42085	632			07-Jul-2001	China: Xinjiang Guertu	missing	missing			Citellus undulatus		missing		2017-09-29T20:14:04.393	2019-11-20T12:38:03.737	2019-11-20T12:38:03.737	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
70	7722906	SAMN07722906		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42084		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42084	632			08-Jun-2000	China: Xinjiang Guertu	missing	missing			Citellus undulatus		missing		2017-09-29T20:14:04.377	2019-11-20T12:38:03.720	2019-11-20T12:38:03.720	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
71	7722905	SAMN07722905		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42083		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42083	632			06-Aug-1999	China: Xinjiang Guertu	missing	missing			Citellus undulatus		missing		2017-09-29T20:14:04.367	2019-11-20T12:38:03.720	2019-11-20T12:38:03.720	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
72	7722904	SAMN07722904		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42081		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42081	632			15-Aug-1995	China: Xinjiang Guertu	missing	missing			Citellus undulatus		missing		2017-09-29T20:14:04.350	2019-11-20T12:38:03.707	2019-11-20T12:38:03.707	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
73	7722903	SAMN07722903		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42080		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42080	632			02-Jul-1995	China: Xinjiang Guertu	missing	missing			Citellus undulatus		missing		2017-09-29T20:14:04.337	2019-11-20T12:38:03.690	2019-11-20T12:38:03.690	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
74	7722902	SAMN07722902		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42079		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42079	632			05-Jul-1995	China: Xinjiang Guertu	missing	missing			Citellus undulatus		missing		2017-09-29T20:14:04.323	2019-11-20T12:38:03.690	2019-11-20T12:38:03.690	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
75	7722901	SAMN07722901		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42078		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42078	632			24-Jun-1995	China: Xinjiang Guertu	missing	missing			Citellophilus tesquorum altaicus		missing		2017-09-29T20:14:04.310	2019-11-20T12:38:03.673	2019-11-20T12:38:03.673	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
76	7722900	SAMN07722900		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42077		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42077	632			19-Jul-1994	China: Xinjiang Guertu	missing	missing			Marmota baibacina		missing		2017-09-29T20:14:04.293	2019-11-20T12:38:03.660	2019-11-20T12:38:03.660	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
77	7722899	SAMN07722899		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42075		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42075	632			06-Aug-1993	China: Xinjiang Guertu	missing	missing			Citellophilus tesquorum altaicus		missing		2017-09-29T20:14:04.277	2019-11-20T12:38:03.660	2019-11-20T12:38:03.660	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
78	7722898	SAMN07722898		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42074		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42074	632			06-Aug-1993	China: Xinjiang Guertu	missing	missing			Citellus undulatus		missing		2017-09-29T20:14:04.260	2019-11-20T12:38:03.643	2019-11-20T12:38:03.643	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
79	7722897	SAMN07722897		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42072		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42072	632			17-Jul-1992	China: Xinjiang Guertu	missing	missing			Frontopsylla luculenta		missing		2017-09-29T20:14:04.240	2019-11-20T12:38:03.627	2019-11-20T12:38:03.627	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
80	7722896	SAMN07722896		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42071		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42071	632			13-Jul-1991	China: Xinjiang Guertu	missing	missing			Citellus undulatus		missing		2017-09-29T20:14:04.227	2019-11-20T12:38:03.627	2019-11-20T12:38:03.627	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
81	7722895	SAMN07722895		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42070		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42070	632			11-Jul-1991	China: Xinjiang Guertu	missing	missing			Citellus undulatus		missing		2017-09-29T20:14:04.207	2019-11-20T12:38:03.610	2019-11-20T12:38:03.610	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
82	7722894	SAMN07722894		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42069		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42069	632			03-Jul-1991	China: Xinjiang Guertu	missing	missing			Citellus undulatus		missing		2017-09-29T20:14:04.183	2019-11-20T12:38:03.597	2019-11-20T12:38:03.597	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
83	7722893	SAMN07722893		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42068		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42068	632			28-Jul-1989	China: Xinjiang Guertu	missing	missing			Marmota baibacina		missing		2017-09-29T20:14:04.140	2019-11-20T12:38:03.597	2019-11-20T12:38:03.597	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
84	7722892	SAMN07722892		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42065		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42065	632			14-Jul-1988	China: Xinjiang Guertu	missing	missing			Citellus undulatus		missing		2017-09-29T20:14:04.127	2019-11-20T12:38:03.580	2019-11-20T12:38:03.580	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
85	7722891	SAMN07722891		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42064		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42064	632			30-Jun-1988	China: Xinjiang Guertu	missing	missing			Citellophilus tesquorum		missing		2017-09-29T20:14:04.113	2019-11-20T12:38:03.563	2019-11-20T12:38:03.563	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
86	7722890	SAMN07722890		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42063		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42063	632			03-Aug-1987	China: Xinjiang Guertu	missing	missing			Citellus undulatus		missing		2017-09-29T20:14:04.097	2019-11-20T12:38:03.563	2019-11-20T12:38:03.563	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
87	7722889	SAMN07722889		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42062		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42062	632			21-Jul-1987	China: Xinjiang Guertu	missing	missing			Citellus undulatus		missing		2017-09-29T20:14:04.087	2019-11-20T12:38:03.550	2019-11-20T12:38:03.550	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
88	7722888	SAMN07722888		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42061		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42061	632			19-Jul-1987	China: Xinjiang Guertu	missing	missing			Citellophilus tesquorum		missing		2017-09-29T20:14:04.070	2019-11-20T12:38:03.550	2019-11-20T12:38:03.550	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
89	7722887	SAMN07722887		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42060		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42060	632			10-Jul-1987	China: Xinjiang Guertu	missing	missing			Rhadinopsylla li ventricosa		missing		2017-09-29T20:14:04.057	2019-11-20T12:38:03.533	2019-11-20T12:38:03.533	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
90	7722886	SAMN07722886		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42059		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42059	632			10-Jul-1987	China: Xinjiang Guertu	missing	missing			Citellophilus tesquorum		missing		2017-09-29T20:14:04.043	2019-11-20T12:38:03.517	2019-11-20T12:38:03.517	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
91	7722885	SAMN07722885		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42058		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42058	632			10-Jul-1987	China: Xinjiang Guertu	missing	missing			Citellophilus tesquorum		missing		2017-09-29T20:14:04.030	2019-11-20T12:38:03.517	2019-11-20T12:38:03.517	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
92	7722884	SAMN07722884		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42057		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42057	632			13-Apr-1987	China: Xinjiang Guertu	missing	missing			Citellophilus tesquorum		missing		2017-09-29T20:14:04.017	2019-11-20T12:38:03.503	2019-11-20T12:38:03.503	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
93	7722883	SAMN07722883		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42056		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42056	632			17-Aug-1986	China: Xinjiang Guertu	missing	missing			Citellus undulatus		missing		2017-09-29T20:14:04.003	2019-11-20T12:38:03.487	2019-11-20T12:38:03.487	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
94	7722882	SAMN07722882		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42055		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42055	632			24-Aug-1986	China: Xinjiang Guertu	missing	missing			Frontopsylla elatoides		missing		2017-09-29T20:14:03.990	2019-11-20T12:38:03.487	2019-11-20T12:38:03.487	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
95	7722881	SAMN07722881		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42054		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42054	632			24-Aug-1986	China: Xinjiang Guertu	missing	missing			Citellophilus tesquorum		missing		2017-09-29T20:14:03.977	2019-11-20T12:38:03.470	2019-11-20T12:38:03.470	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
96	7722880	SAMN07722880		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42053		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42053	632			13-Jul-1986	China: Xinjiang Guertu	missing	missing			Anoplura		missing		2017-09-29T20:14:03.960	2019-11-20T12:38:03.457	2019-11-20T12:38:03.457	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
97	7722879	SAMN07722879		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42052		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42052	632			10-Jul-1986	China: Xinjiang Guertu	missing	missing			Rhadinopsylla li ventricosa		missing		2017-09-29T20:14:03.947	2019-11-20T12:38:03.457	2019-11-20T12:38:03.457	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
98	7722878	SAMN07722878		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42051		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42051	632			08-Jun-1986	China: Xinjiang Guertu	missing	missing			Citellophilus tesquorum		missing		2017-09-29T20:14:03.933	2019-11-20T12:38:03.440	2019-11-20T12:38:03.440	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
99	7722877	SAMN07722877		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42050		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42050	632			06-Jun-1986	China: Xinjiang Guertu	missing	missing			Citellophilus tesquorum		missing		2017-09-29T20:14:03.917	2019-11-20T12:38:03.423	2019-11-20T12:38:03.423	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
100	7722876	SAMN07722876		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42049		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42049	632			06-Jun-1986	China: Xinjiang Guertu	missing	missing			Neopsylla mana Wagn		missing		2017-09-29T20:14:03.903	2019-11-20T12:38:03.423	2019-11-20T12:38:03.423	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
101	7722875	SAMN07722875		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42047		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42047	632			02-Aug-1984	China: Xinjiang Guertu	missing	missing			Flea		missing		2017-09-29T20:14:03.890	2019-11-20T12:38:03.410	2019-11-20T12:38:03.410	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
102	7722874	SAMN07722874		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42046		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42046	632			19-Jul-1984	China: Xinjiang Guertu	missing	missing			Frontopsylla elatoides		missing		2017-09-29T20:14:03.877	2019-11-20T12:38:03.393	2019-11-20T12:38:03.393	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
103	7722873	SAMN07722873		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42045		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42045	632			25-Jun-1984	China: Xinjiang Guertu	missing	missing			Citellus undulatus		missing		2017-09-29T20:14:03.863	2019-11-20T12:38:03.393	2019-11-20T12:38:03.393	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
104	7722872	SAMN07722872		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42044		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42044	632			28-May-1984	China: Xinjiang Guertu	missing	missing			Citellus undulatus		missing		2017-09-29T20:14:03.847	2019-11-20T12:38:03.377	2019-11-20T12:38:03.377	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
105	7722871	SAMN07722871		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42043		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42043	632			16-Jul-1983	China: Xinjiang Guertu	missing	missing			Citellophilus tesquorum		missing		2017-09-29T20:14:03.833	2019-11-20T12:38:03.360	2019-11-20T12:38:03.360	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
106	7722870	SAMN07722870		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42042		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42042	632			28-Jun-1983	China: Xinjiang Guertu	missing	missing			Rhadinopsylla li ventricosa		missing		2017-09-29T20:14:03.820	2019-11-20T12:38:03.360	2019-11-20T12:38:03.360	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
107	7722869	SAMN07722869		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42040		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42040	632			20-Jun-1983	China: Xinjiang Guertu	missing	missing			Frontopsylla elatoides		missing		2017-09-29T20:14:03.807	2019-11-20T12:38:03.347	2019-11-20T12:38:03.347	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
108	7722868	SAMN07722868		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42039		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42039	632			29-May-1983	China: Xinjiang Guertu	missing	missing			Citellophilus tesquorum		missing		2017-09-29T20:14:03.793	2019-11-20T12:38:03.347	2019-11-20T12:38:03.347	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
109	7722867	SAMN07722867		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42038		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42038	632			23-May-1983	China: Xinjiang Guertu	missing	missing			Flea		missing		2017-09-29T20:14:03.780	2019-11-20T12:38:03.330	2019-11-20T12:38:03.330	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
110	7722866	SAMN07722866		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42037		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42037	632			23-May-1983	China: Xinjiang Guertu	missing	missing			Citellus undulatus		missing		2017-09-29T20:14:03.767	2019-11-20T12:38:03.313	2019-11-20T12:38:03.313	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
111	7722865	SAMN07722865		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42034		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42034	632			18-Jul-1982	China: Xinjiang Guertu	missing	missing			Citellus undulatus		missing		2017-09-29T20:14:03.750	2019-11-20T12:38:03.313	2019-11-20T12:38:03.313	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
112	7722864	SAMN07722864		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42033		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42033	632			20-Jul-1982	China: Xinjiang Guertu	missing	missing			Citellus undulatus		missing		2017-09-29T20:14:03.737	2019-11-20T12:38:03.300	2019-11-20T12:38:03.300	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
113	7722863	SAMN07722863		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42032		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42032	632			01-Aug-1981	China: Xinjiang Guertu	missing	missing			Citellus undulatus		missing		2017-09-29T20:14:03.723	2019-11-20T12:38:03.283	2019-11-20T12:38:03.283	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
114	7722862	SAMN07722862		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42029		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42029	632			15-Jun-1980	China: Xinjiang Guertu	missing	missing			Citellus undulatus		missing		2017-09-29T20:14:03.707	2019-11-20T12:38:03.283	2019-11-20T12:38:03.283	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
115	7722861	SAMN07722861		PRJNA412676		Pathogen: clinical or host-associated sample from Yersinia pestis	42028		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		42028	632			03-Aug-1974	China: Xinjiang Guertu	missing	missing			Citellus undulatus		missing		2017-09-29T20:14:03.693	2019-11-20T12:38:03.267	2019-11-20T12:38:03.267	Beijing Institute of Microbiology and Epidemiology	KEEP: Assembly
