BioSampleAccession	AssemblyFTPGenbank	SRARunAccession	BioSampleStrain	BioSampleCollectionDate	BioSampleHost	BioSampleGeographicLocation	BioSampleBiovar	PubmedArticleTitle	PubmedAuthorsLastName	AssemblyContigCount	AssemblyTotalLength	NucleotideGenes	NucleotideGenesTotal	NucleotidePseudoGenes	NucleotidePseudoGenesTotal	NucleotiderRNAs	AssemblySubmissionDate	SRARunPublishDate	BioSampleComment
SAMN02403101	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/325/345/GCA_000325345.1_ASM32534v1	?	SHAN12	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1362	4371391	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403100	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/325/325/GCA_000325325.1_ASM32532v1	?	SHAN11	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1173	4384465	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403099	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/325/305/GCA_000325305.1_ASM32530v1	?	MGJZ9	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1082	4474930	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403098	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/325/285/GCA_000325285.1_ASM32528v1	?	MGJZ7	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1325	4365909	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403097	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/325/265/GCA_000325265.1_ASM32526v1	?	MGJZ6	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1016	4368072	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403096	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/325/245/GCA_000325245.1_ASM32524v1	?	MGJZ3	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1187	4453871	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403095	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/325/225/GCA_000325225.1_ASM32522v1	?	MGJZ12	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1203	4438965	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403094	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/325/205/GCA_000325205.1_ASM32520v1	?	MGJZ11	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	859	4516720	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403093	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/325/185/GCA_000325185.1_ASM32518v1	?	M0000002	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1135	4441674	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403092	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/325/165/GCA_000325165.1_ASM32516v1	?	K21985002	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1264	4399142	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403091	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/325/145/GCA_000325145.1_ASM32514v1	?	K11973002	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	910	4383307	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403090	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/325/125/GCA_000325125.1_ASM32512v1	?	J1978002	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1098	4532297	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403089	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/325/105/GCA_000325105.1_ASM32510v1	?	J1963002	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1119	4434765	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403088	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/325/085/GCA_000325085.1_ASM32508v1	?	I2001001	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1526	4509469	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403087	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/325/065/GCA_000325065.1_ASM32506v1	?	I1994006	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1247	4498336	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403086	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/325/045/GCA_000325045.1_ASM32504v1	?	I1991001	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1191	4335804	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403085	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/325/025/GCA_000325025.1_ASM32502v1	?	I1970005	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1199	4429836	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403084	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/325/005/GCA_000325005.1_ASM32500v1	?	I1969003	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1213	4512122	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403083	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/985/GCA_000324985.1_ASM32498v1	?	I160001	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1222	4399336	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403082	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/965/GCA_000324965.1_ASM32496v1	?	H1959004	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	946	4470270	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403081	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/945/GCA_000324945.1_ASM32494v1	?	H1958004	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1339	4195425	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403080	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/925/GCA_000324925.1_ASM32492v1	?	G8786	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	829	4325798	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403079	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/905/GCA_000324905.1_ASM32490v1	?	G1996010	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	772	4552418	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403078	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/885/GCA_000324885.1_ASM32488v1	?	G1996006	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	842	4542684	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403077	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/865/GCA_000324865.1_ASM32486v1	?	F1984001	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1467	4326553	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403076	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/845/GCA_000324845.1_ASM32484v1	?	F1954001	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1058	4521000	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403075	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/825/GCA_000324825.1_ASM32482v1	?	F1946001	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1383	4463713	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403073	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/765/GCA_000324765.1_ASM32476v1	?	E1977001	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1183	4385578	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403072	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/745/GCA_000324745.1_ASM32474v1	?	D1991004	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1270	4506081	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403071	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/725/GCA_000324725.1_ASM32472v1	?	D1982001	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	896	4410882	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403070	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/705/GCA_000324705.1_ASM32470v1	?	D1964002	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1555	4431847	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403069	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/685/GCA_000324685.1_ASM32468v1	?	D1964001	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1012	4389464	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403068	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/665/GCA_000324665.1_ASM32466v1	?	CMCCN010025	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1016	4437913	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403067	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/645/GCA_000324645.1_ASM32464v1	?	CMCCK110001	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1385	4305250	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403066	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/625/GCA_000324625.1_ASM32462v1	?	CMCCK100001	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1406	4520971	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403065	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/605/GCA_000324605.1_ASM32460v1	?	CMCC99103	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1262	4409843	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403064	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/585/GCA_000324585.1_ASM32458v1	?	CMCC96007	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1563	4303407	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403063	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/565/GCA_000324565.1_ASM32456v1	?	CMCC96001	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	907	4517589	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403062	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/545/GCA_000324545.1_ASM32454v1	?	CMCC95001	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1361	4337306	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403061	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/525/GCA_000324525.1_ASM32452v1	?	CMCC93014	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	993	4507171	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403060	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/505/GCA_000324505.1_ASM32450v1	?	CMCC92010	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1216	4384955	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403059	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/485/GCA_000324485.1_ASM32448v1	?	CMCC92004	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1461	4264825	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403058	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/465/GCA_000324465.1_ASM32446v1	?	CMCC91090	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	987	4418766	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403057	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/445/GCA_000324445.1_ASM32444v1	?	CMCC90027	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1102	4358986	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403056	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/425/GCA_000324425.1_ASM32442v1	?	CMCC87001	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	870	4510364	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403055	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/405/GCA_000324405.1_ASM32440v1	?	CMCC84046	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1137	4517175	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403054	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/385/GCA_000324385.1_ASM32438v1	?	CMCC84038	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	2446	4438544	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403053	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/365/GCA_000324365.1_ASM32436v1	?	CMCC84033	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1055	4459052	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403052	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/345/GCA_000324345.1_ASM32434v1	?	CMCC8211	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	797	4417626	?	?	?	?	?	2012/12/07 00:00	?	?
